edad,antiguedad_meses,gasto_mensual,soporte_llamadas,tipo_contrato,region,churn
33,40,61988,0,bienal,centro,0
21,30,37990,4,anual,sur,0
27,18,15896,2,bienal,centro,0
72,51,69534,0,mensual,sur,0
44,17,65072,0,mensual,centro,1
22,33,63689,2,mensual,norte,0
20,52,58569,8,mensual,norte,0
58,45,51643,8,bienal,sur,0
69,33,95035,1,mensual,norte,0
31,33,99025,8,anual,norte,1
39,28,49865,7,bienal,centro,1
37,37,112907,2,bienal,centro,0
75,60,43757,3,bienal,sur,1
18,53,118730,1,mensual,sur,0
71,34,48256,8,anual,centro,0
58,28,66747,8,mensual,norte,1
18,9,32126,6,bienal,sur,1
28,56,103186,4,mensual,sur,0
24,32,94676,1,mensual,norte,0
45,3,35631,2,anual,norte,0
70,31,88607,3,mensual,sur,0
18,18,63493,1,anual,norte,1
19,20,100591,4,mensual,sur,0
66,54,17742,2,mensual,sur,0
71,40,88510,7,mensual,sur,0
51,15,113717,6,bienal,centro,1
70,7,41919,1,mensual,centro,1
37,19,110002,5,bienal,norte,0
38,27,100718,8,anual,sur,0
40,3,28521,3,bienal,sur,0
40,8,23339,8,mensual,norte,1
28,1,65265,3,bienal,sur,0
50,33,64461,3,anual,sur,1
71,29,70097,3,bienal,norte,0
60,24,55173,5,bienal,sur,0
73,50,83042,3,anual,centro,1
65,4,55376,6,bienal,centro,0
30,9,56032,0,mensual,centro,0
59,46,63102,2,anual,centro,0
73,31,25148,2,mensual,sur,0
48,52,104042,3,anual,sur,0
72,47,34704,7,bienal,norte,0
53,39,24656,0,anual,centro,1
40,57,15323,4,bienal,sur,0
33,3,104624,6,anual,centro,1
28,8,97411,8,mensual,sur,1
73,46,88232,7,bienal,norte,0
57,48,94792,0,bienal,centro,0
37,31,79786,1,anual,centro,1
69,4,45689,8,mensual,norte,1
63,28,89409,6,mensual,sur,0
75,29,9095,6,anual,sur,1
29,4,92364,2,mensual,norte,0
27,47,52723,2,mensual,norte,0
43,48,41609,5,anual,centro,0
30,52,36898,5,mensual,norte,1
68,50,44263,4,anual,centro,0
38,45,115234,2,mensual,sur,1
50,7,82369,1,mensual,centro,0
65,36,103161,7,bienal,centro,1
41,21,36252,8,bienal,centro,0
42,9,69920,3,mensual,sur,1
43,57,10514,2,mensual,sur,0
31,16,25153,2,bienal,sur,0
37,57,83940,5,anual,sur,1
62,48,63301,6,mensual,sur,1
27,2,94881,2,mensual,norte,0
31,9,119564,1,mensual,centro,0
68,25,114579,0,bienal,sur,0
27,2,30351,1,bienal,centro,1
25,52,47095,5,mensual,norte,0
64,5,44673,0,mensual,norte,1
40,35,91003,4,mensual,centro,0
39,43,66510,4,mensual,sur,0
70,5,115082,2,anual,centro,1
33,22,105977,6,mensual,norte,1
50,43,54044,7,anual,norte,0
28,57,71568,0,bienal,centro,0
75,36,34135,6,anual,sur,1
62,33,76168,1,anual,sur,0
60,32,98749,3,bienal,sur,1
47,40,75989,8,anual,norte,0
29,2,25529,7,mensual,sur,0
43,18,96580,0,bienal,sur,0
57,60,111475,8,mensual,centro,0
23,45,14510,1,mensual,norte,0
73,21,92989,6,anual,norte,0
22,20,115750,0,mensual,sur,1
65,38,68677,4,bienal,centro,0
29,9,69344,3,bienal,centro,0
21,53,58838,0,mensual,norte,0
35,9,76727,5,bienal,sur,1
72,7,14237,3,anual,centro,1
42,59,92675,7,anual,sur,0
70,6,52450,3,mensual,centro,1
75,51,52104,7,anual,norte,0
71,37,18118,1,bienal,sur,1
18,28,91921,2,mensual,sur,0
45,11,92754,8,mensual,norte,1
46,26,39653,8,mensual,centro,1
35,50,36024,4,bienal,sur,0
65,18,39300,3,anual,norte,0
41,32,119458,4,anual,norte,0
52,19,102230,4,mensual,norte,0
65,11,62152,3,bienal,centro,0
63,33,61297,5,mensual,norte,1
69,29,29951,3,anual,norte,1
24,37,29154,0,bienal,norte,0
57,28,54748,2,mensual,sur,0
73,16,52530,5,mensual,norte,1
48,35,35181,8,bienal,norte,1
48,35,84898,7,bienal,centro,1
33,13,76608,7,mensual,centro,1
49,40,117166,5,bienal,norte,1
39,4,26904,5,mensual,sur,1
57,6,32432,0,bienal,norte,0
49,23,32280,7,mensual,norte,1
67,4,87674,0,mensual,sur,0
60,40,54481,1,bienal,norte,0
32,58,36351,2,anual,norte,0
32,31,105607,7,bienal,sur,1
20,15,69777,3,anual,centro,0
22,28,80338,4,bienal,norte,0
44,22,30611,7,bienal,centro,1
18,3,55151,8,bienal,norte,0
43,44,83267,5,mensual,centro,0
19,46,96743,1,anual,centro,0
41,29,86094,1,bienal,centro,0
19,18,48696,2,mensual,norte,0
45,9,38624,4,bienal,centro,0
55,31,75483,4,bienal,sur,0
58,39,108037,1,mensual,norte,0
53,46,21643,2,mensual,norte,0
31,13,72317,4,mensual,sur,0
23,11,26552,3,bienal,norte,0
72,30,97792,8,bienal,norte,0
35,40,87218,0,mensual,norte,0
50,32,90940,4,bienal,sur,0
41,54,106769,8,anual,norte,0
42,22,79260,8,anual,norte,1
49,57,118270,3,anual,centro,0
41,3,58752,1,anual,sur,0
68,59,49323,3,bienal,centro,0
62,50,106091,7,bienal,norte,0
30,4,112354,2,bienal,norte,0
49,26,95865,3,mensual,norte,0
58,28,79049,5,bienal,sur,1
25,31,114166,8,anual,sur,0
47,33,13084,6,bienal,centro,1
24,57,20281,0,mensual,norte,1
19,19,14867,1,bienal,norte,0
22,34,114460,4,mensual,centro,0
68,26,68438,2,anual,centro,0
24,42,111786,7,bienal,norte,0
31,32,106009,7,anual,centro,1
39,44,89891,2,bienal,sur,0
62,54,117939,5,bienal,norte,0
35,59,41876,6,bienal,centro,0
30,6,86121,1,anual,norte,0
65,1,96715,3,anual,sur,0
60,45,20672,4,mensual,norte,0
30,27,84076,4,mensual,norte,0
67,33,58795,3,bienal,norte,0
55,45,99834,1,anual,sur,0
34,34,41841,6,bienal,sur,0
65,44,102958,1,anual,norte,0
65,22,25121,5,anual,sur,1
29,19,31332,2,anual,norte,0
24,8,31231,6,anual,centro,1
64,8,98447,5,anual,centro,0
23,57,42008,5,bienal,norte,0
23,46,89486,6,mensual,centro,1
44,27,69447,8,mensual,centro,0
42,16,21561,4,mensual,norte,0
74,3,72049,6,bienal,sur,0
40,41,113437,2,anual,norte,0
25,2,62019,2,anual,norte,0
40,25,51397,6,bienal,centro,1
22,9,42996,7,mensual,norte,1
71,12,82698,5,anual,sur,0
29,14,105418,8,mensual,centro,0
21,17,70159,2,anual,sur,0
53,31,14455,7,mensual,sur,1
49,49,70199,5,bienal,norte,1
51,47,97619,4,bienal,sur,0
45,46,92919,7,mensual,sur,1
51,18,15809,2,mensual,norte,1
27,16,100455,7,bienal,norte,0
59,54,31603,7,mensual,sur,1
24,6,117722,8,mensual,norte,0
22,3,10301,0,bienal,sur,0
41,43,91033,4,bienal,centro,0
19,48,26454,3,anual,norte,0
39,30,110731,5,bienal,norte,0
40,2,11120,6,bienal,centro,1
38,41,51521,5,bienal,norte,1
30,34,89363,6,mensual,centro,0
59,43,80244,0,mensual,norte,1
37,39,102472,3,anual,sur,0
51,42,102480,1,anual,centro,0
72,48,76804,6,bienal,sur,0
65,38,79922,7,anual,sur,0
20,26,112574,0,bienal,norte,0
71,11,109815,0,mensual,norte,0
50,48,85801,3,bienal,sur,0
44,18,83639,1,bienal,centro,0
29,2,74014,2,anual,centro,0
42,36,86169,3,anual,centro,1
58,18,28873,7,anual,centro,0
49,38,12671,1,mensual,centro,1
48,29,77364,4,mensual,sur,0
32,17,83331,6,bienal,centro,0
62,7,54583,5,bienal,sur,1
50,9,27079,2,mensual,norte,0
18,36,44148,3,bienal,sur,0
41,9,42057,1,bienal,centro,0
60,35,100134,0,mensual,sur,1
20,32,44901,6,bienal,norte,0
27,18,119121,1,bienal,sur,0
33,19,48893,6,mensual,norte,1
61,56,76549,7,bienal,centro,1
75,29,97147,5,bienal,centro,1
18,35,89708,6,anual,centro,1
29,48,42535,8,mensual,sur,1
38,22,74120,2,mensual,sur,0
25,18,28791,5,mensual,centro,0
55,20,82115,2,anual,sur,0
74,1,119188,4,bienal,sur,0
46,45,33859,1,mensual,norte,0
62,37,108960,2,bienal,centro,0
58,4,61619,4,anual,sur,1
48,57,48973,2,mensual,centro,0
46,53,72044,6,bienal,sur,0
36,28,24275,2,bienal,sur,1
47,16,20425,5,mensual,sur,0
50,53,86240,5,bienal,sur,1
69,1,18364,5,bienal,centro,0
69,4,16576,2,mensual,sur,1
64,9,105500,8,mensual,norte,1
68,47,99247,4,anual,centro,0
27,54,115515,5,anual,sur,1
29,23,56741,5,anual,sur,0
35,5,57045,5,mensual,norte,1
18,10,19542,2,bienal,centro,0
53,37,116797,1,mensual,norte,1
68,55,68225,4,bienal,norte,0
25,39,106348,0,anual,centro,0
50,58,106730,2,bienal,sur,0
47,23,12972,3,anual,sur,0
46,60,53583,4,anual,norte,0
28,5,85737,4,anual,sur,0
57,13,99390,3,bienal,centro,1
51,44,65042,5,bienal,sur,1
69,48,56055,2,bienal,centro,0
65,39,15265,8,anual,sur,1
18,31,51618,8,bienal,norte,1
42,16,107669,6,anual,centro,0
25,13,38958,4,anual,norte,1
22,35,87885,8,anual,norte,0
25,50,64609,5,mensual,centro,1
35,17,69286,1,mensual,centro,1
30,35,62518,7,bienal,centro,1
20,18,17017,7,bienal,norte,0
48,8,66727,0,anual,norte,0
31,56,22880,0,bienal,norte,0
34,36,21816,1,mensual,norte,0
63,13,57804,4,anual,sur,0
33,27,55438,7,mensual,centro,0
56,57,54771,6,mensual,centro,1
66,13,70973,4,mensual,sur,1
70,55,53710,2,anual,centro,0
72,44,19174,6,mensual,norte,1
32,34,70285,4,anual,sur,0
42,16,42503,8,bienal,centro,0
47,50,37342,5,anual,centro,0
60,56,12483,2,bienal,centro,1
36,60,90763,3,mensual,norte,0
26,2,19989,0,anual,centro,1
36,6,62157,3,bienal,sur,0
40,4,70650,7,anual,sur,1
25,18,92689,1,mensual,centro,1
75,15,12847,7,mensual,norte,0
21,26,52566,0,bienal,norte,0
56,48,75823,0,mensual,sur,0
22,7,100505,5,mensual,sur,0
69,15,25094,7,anual,norte,0
54,50,53715,8,bienal,centro,0
26,8,39444,8,bienal,norte,0
34,8,10943,7,bienal,norte,0
59,33,19067,0,anual,centro,0
66,47,28818,6,mensual,sur,0
19,33,23532,6,bienal,norte,1
38,22,50323,5,bienal,sur,1
40,23,39861,3,mensual,sur,1
31,38,108853,4,anual,centro,0
71,36,108912,5,bienal,centro,1
19,54,60382,1,anual,norte,0
37,15,97321,4,anual,sur,0
65,17,30692,1,bienal,sur,0
41,48,82760,3,bienal,centro,0
70,11,57002,8,mensual,norte,1
42,6,90123,4,mensual,norte,0
21,45,56090,2,bienal,norte,0
29,33,84971,0,bienal,centro,0
31,55,91868,5,mensual,centro,1
63,29,101786,3,mensual,sur,0
37,12,110140,5,mensual,sur,0
23,59,15040,2,bienal,centro,1
42,51,85875,0,bienal,centro,0
43,51,20392,7,anual,centro,0
42,45,59715,8,anual,sur,0
38,16,44081,1,anual,norte,0
43,49,105935,4,anual,centro,0
61,32,51976,7,anual,norte,1
40,45,58672,5,anual,centro,0
42,21,91091,3,anual,norte,1
73,55,10316,2,mensual,norte,0
27,25,56262,5,bienal,sur,0
69,11,79755,4,bienal,sur,0
21,4,110905,4,bienal,sur,0
31,1,23703,7,mensual,sur,1
61,52,47874,2,anual,sur,1
28,56,36305,7,bienal,norte,0
20,19,68179,0,anual,norte,0
31,22,51531,7,mensual,centro,0
43,58,63546,7,bienal,norte,1
73,25,9428,0,mensual,centro,1
72,19,12433,6,mensual,norte,0
73,49,66657,2,mensual,sur,0
21,29,63237,4,mensual,norte,1
33,35,116086,8,anual,norte,1
41,40,79521,2,bienal,norte,0
26,29,63867,2,anual,sur,0
51,11,105979,6,bienal,norte,0
30,21,55146,7,mensual,norte,1
31,13,119030,7,mensual,centro,0
63,23,63462,6,anual,norte,0
44,31,12412,6,bienal,sur,0
74,2,94071,4,anual,centro,0
48,22,44641,7,anual,norte,0
40,33,80398,7,anual,norte,0
58,2,106394,6,bienal,sur,1
61,38,49370,0,mensual,centro,0
66,23,82641,5,bienal,centro,1
51,15,97393,8,bienal,centro,1
56,59,49208,4,anual,sur,0
23,23,74300,2,mensual,centro,0
51,16,87701,6,bienal,sur,1
73,12,36139,0,anual,norte,0
31,24,27124,0,mensual,sur,0
69,58,91421,8,mensual,norte,0
36,44,55117,3,bienal,centro,1
37,25,80316,2,mensual,norte,0
45,57,43203,1,bienal,sur,0
23,7,39114,5,mensual,norte,1
49,12,118080,5,bienal,sur,0
68,57,58807,6,anual,sur,0
27,53,18233,3,mensual,norte,0
48,16,113183,0,anual,sur,0
74,18,36708,6,mensual,sur,0
49,3,80736,2,anual,norte,1
21,45,46452,7,anual,centro,0
34,31,110345,8,mensual,sur,0
58,34,44718,5,anual,sur,0
35,55,108481,2,mensual,centro,1
64,39,91516,3,bienal,norte,0
20,37,12412,4,mensual,norte,1
51,28,42383,5,bienal,sur,0
64,55,58309,0,anual,centro,0
37,7,10744,3,anual,sur,1
19,55,52660,4,bienal,centro,0
69,31,64698,0,mensual,sur,0
67,24,9945,5,bienal,sur,0
40,18,46411,2,anual,norte,0
59,22,11082,7,anual,centro,1
38,9,109096,0,mensual,sur,0
60,12,56004,8,mensual,norte,0
57,35,15227,2,anual,centro,0
23,53,103722,1,bienal,norte,0
43,53,32399,5,bienal,norte,0
20,56,82187,8,mensual,centro,1
28,36,47742,4,anual,centro,1
71,14,33675,6,bienal,norte,1
40,18,22015,6,mensual,centro,1
43,2,66723,7,mensual,centro,1
62,48,82400,0,bienal,sur,1
38,4,95700,5,mensual,centro,0
28,15,66857,0,mensual,centro,0
53,13,38516,4,bienal,sur,0
28,26,34730,4,mensual,centro,0
64,49,77225,4,mensual,norte,0
52,2,26599,7,anual,centro,1
71,58,25396,5,mensual,centro,1
24,50,20400,3,bienal,norte,0
39,56,58746,3,anual,norte,0
31,43,94352,1,mensual,norte,1
69,38,63602,4,anual,sur,0
24,41,22348,0,bienal,norte,0
26,58,34939,8,bienal,sur,0
25,6,56247,7,bienal,sur,1
56,40,54418,3,mensual,sur,0
72,30,54145,4,bienal,centro,0
27,56,62428,7,mensual,centro,0
26,57,104945,4,anual,centro,0
71,38,72570,3,bienal,centro,0
71,29,76497,0,bienal,norte,1
39,14,65481,5,bienal,norte,0
72,21,87720,4,bienal,centro,0
55,60,39359,4,mensual,sur,0
61,24,96220,2,mensual,norte,0
48,40,30042,5,mensual,norte,0
19,20,16847,7,bienal,sur,0
55,26,33036,2,anual,centro,0
